pid,BQ1,BQ2,BQ3,BQ3_n2,BQ4,BQ8,A001,B1,B2,B3,B4,B5_1,B5_2,B5_3,B5_4,B5_5,B6,B7_1,B7_2,B8_1,B8_2,B9_1,B9_2,B9_3,B9_4,B9_5,B9_6,B9_7,B9_8,B9_9,B9_10,B9_11,B10,B11,D1_1,D1_2,D1_3,D1_4,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D3,D4,D5_1,D5_2,D5_3,D5_4,D6,E1_1,E1_2,E1_3,E1_4,E1_5,E1_6,E1_7,E1_8,E1_9,E1_10,E2_1,E2_2,E2_3,E2_4,E2_5,E2_6,E2_7,E2_8,E3_1,E3_2,E3_3,E3_4,E3_5,E3_6,E3_7,E3_8,E3_9,E3_10,E3_11,E3_12,E3_13,E3_14,E3_15,E3_16,E4_1,E4_2,E4_3,E4_4,E4_5,E5_1,E5_2,E5_3,E5_4,E6_1,E6_2,E6_3,E7_1,E7_2,E7_3,E7_4,E7_5,F1,F2,G1,G2_1,G2_2,G2_3,G2_4,G2_5,G2_6,G3_1,G3_2,G3_3,G3_4,G3_5,G3_6,G3_7,G3_8,H1_1,H1_2,H1_3,H1_4,H1_5,H1_6,H1_7,H2_1,H2_2,H3_1,H3_2,H3_3,H3_4,H3_5,H3_6,H3_7,H3_8,H3_9,H3_10,H4_1,H4_2,H4_3,H4_4,H4_5,H4_6,H5_1,H5_2,H5_3,H5_4,H5_5,H5_6,H5_7,H6_1,H6_2,H7,H8,H9,H9_1,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,I2_1,I2_2,I2_3,I2_4,I2_5,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,M3_1,M3_2,M3_3,M3_4,N1_1,N1_2,N1_3,N2_1,N2_2,N2_3,N2_4,BQ5,BQ5_1,BQ5_2,BQ5_3,BQ6,BQ7,BQ7_1,BQ7_2,BQ9,BQ9_1,BQ12_1,BQ12_2,BQ12_3,BQ13,BQ14,BQ14_1,BQ15_1,BQ15_2,BQ15_3,BQ15_4,BQ16_1,BQ16_2,BQ16_3,BQ16_4,X,DM1,DM2,DM3,DM4,DM5,DM6,DM7,DM8,DM9,DM10,WT
542691,2,2,20,2,3,5,3,2,3,3,3,3,3,4,4,4,40,2,3,2,3,3,3,2,3,3,3,3,4,2,2,3,1,1,4,4,4,2,2,2,3,3,2, ,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,6,6,4,5,5,4,4,4,2,3,3,3,3,9,9,3,3,3,3,3,3,9,9,3,2,3,3,3,2,4,3,3,3,3,3,3,2,2,2,2,2,6,3,9,9,9,2,2,2,3,2,3,2,4,3,3,3,3,3,3,3,4,4,3,4,4,3,2,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,9,9,3,3,1,5,5,5,4,5,5,4,3,3,3,4,4,40,75,50,50,50,49,25,1,1,1,1,1,1,1,1,1,1,6,4,3,3,5,4,5,3,5,5,4,4,4,4,5,4,4,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,5,3,3,4,9, , , ,1,2, , ,1,1,2,1,3,5,98,98,2,2,2,2,2,3,4,2,1,2,2,6,2,7,1,2,2,1,99,1.04601505921359
543105,3,2,38,3,4,5,2,2,4,2,4,2,3,4,4,4,10,1,2,2,1,2,3,2,2,2,2,2,2,2,2,2,1,1,4,4,4,4,2,1,1,2,1, ,1,1,1,2,2,3,1,7,7,7,7,6,6,7,1,4,4,10,8,6,5,5,3,1,1,2,2,2,1,2,2,5,4,1,5,5,1,3,3,5,4,2,3,3,3,2,4,4,3,2,3,3,4,3,4,2,3,3,1,2,1,2,4,2,3,2,4,2,2,2,3,2,2,2,2,4,3,3,3,5,4,4,5,5,2,1,3,2,3,1,3,3,2,5,3,2,2,3,3,3,2,3,3,3,3,3,1,1,3,2,3,4,3,6,6,6,5,4,4,4,4,4,2,2,5,25,25,25,0,0,0,25,1,1,1,1,1,1,1,1,1,1,5,3,5,2,5,3,3,2,5,5,5,5,5,5,4,4,3,2,2,3,2,4,2,4,3,3,3,4,2,2,4,2,3,2,3,2,8, , , ,2,1,2,1,4, ,4,3,4,4,1, ,2,2,2,2,3,2,3,3,1,2,3,5,2,6,3,1,1,1,1,.931320731296095
543189,14,1,20,2,3,5,2,2,3,3,4,4,4,5,5,4,30,1,3,2,2,1,3,5,1,1,3,5,5,1,1,5,1,2,4,4,4,2,2,3,3,3,1, ,1,1,2,2,2,2,2,7,4,4,5,2,4,5,0,7,7,10,10,7,8,3,2,2,1,5,4,4,4,3,4,3,9,2,5,4,3,3,3,9,3,2,2,3,3,2,4,4,2,3,3,3,2,4,3,2,3,3,8,4,1,3,3,3,2,3,1,4,5,3,4,4,3,5,4,4,2,2,3,2,3,3,4,4,2,2,3,2,3,1,3,3,2,2,3,2,2,3,2,3,3,2,3,2,1,1,1,2,2,1,2,2, ,5,5,4,4,2,5,5,5,3,4,3,3,50,75,75,25,50,50,50,2,1,1,2,1,1,1,1,1,2,6,4,3,3,2,4,3,2,5,4,4,5,3,5,6,6,3,5,5,6,4,4,3,4,2,3,2,2,3,4,4,3,2,3,2,3,9, , , ,1,2, , ,4, ,7,3,2,5,2, ,2,2,9,9,4,3,3,4,1,1,2,5,2,7,6,2,1,1,2,1.30331417208216
543314,8,2,40,4,2,5,4,4,5,4,4,4,4,4,4,4,20,2,2,1,2,3,4,3,4,3,3,3,4,3,3,4,1,1,4,4,3,3,3,3,3,4,3, ,1,1,2,2,3,4,2,2,2,2,2,1,2,2,1,2,2,7,7,5,4,1,5,1,1,5,5,5,5,5,5,5,5,4,5,5,3,3,4,4,5,4,4,4,4,4,4,4,3,3,2,3,3,2,2,2,2,2,2,2,3,3,2,4,2,3,4,3,3,3,4,4,4,4,4,2,2,4,5,4,2,2,4,3,3,2,2,1,2,1,3,3,2,1,3,2,1,2,2,3,3,3,4,3,2,2,2,1,1,2,3,3,2,5,5,5,4,5,4,5,3,4,4,4,4,10,20,60,5,5,10,0,2,2,1,1,1,1,2,1,2,2,3,5,5,4,4,4,4,4,5,5,4,4,5,4,5,4,4,4,4,4,2,2,2,2,3,3,2,3,2,3,2,5,3,2,3,3,8, , , ,2,1,1,2,4, ,3,1,4,5,98,98,2,2,2,2,2,3,2,2,1,2,4,2,1,6,2,2,2,2,99,.9905906520677
543533,1,2,45,4,4,1,2,1,9,1,5,3,3,4,5,3,70,2,9,2,4,3,3,3,4,3,1,3,2,1,1,2,9,9,4,4,3,2,3,3,3,3,4,2,2,3,1,1,2,2,2,9,9,2,0,0,5,5,5,5,5,10,9,5,3,5,2,7,5,1,1,1,1,5,3,5,5,1,3,3,1,1,3,3,2,2,3,4,2,2,4,3,4,3,2,3,2,3,4,3,3,3,8,3,1,2,3,2,3,2,3,3,2,3,5,2,3,3,2,4,9,4,9,9,9,5,3,4,9,9,9,2,9,1,3,3,2,1,4,3,3,3,3,4,2,4,2,3,3,2,2,2,1,2,3,2, ,7,7,7,4,5,5,6,2,2,9,3,2,80,80,80,75,0,40,50,2,2,1,1,1,1,2,2,1,1,6,5,3,2,6,4,4,5,7,7,7,4,4,4,6,3,6,6,6,5,4,3,4,3,2,2,2,4,2,1,3,4,4,2,4,4,5,1,1,1,1,2, , ,1,10,3,2,4,4,1, ,2,2,2,2,3,9,3,3,1,2,4,1,2,5,2,1,1,1,1,.981075907769129
544365,6,2,53,5,2,1,2,1,4,3,4,4,3,4,4,4,60,2,2,1,2,2,4,2,2,2,1,3,1,2,1,2,1,2,4,4,4,4,2,1,1,1,2,1,2,2,1,2,2,2,2,8,8,6,7,8,9,6,6,6,8,10,8,8,7,7,5,8,6,2,2,2,1,3,2,3,1,1,3,1,1,3,3,4,2,1,2,2,2,2,3,3,4,4,3,4,4,4,4,3,4,4,8,3,1,2,4,2,4,2,1,3,2,1,3,2,4,3,2,2,2,4,3,2,2,2,4,2,2,1,2,1,1,1,2,3,2,1,3,2,2,1,2,3,1,1,1,2,2,1,1,2,1,2,4,2, ,5,6,6,4,7,6,6,2,2,4,3,4,85,90,70,70,60,50,30,1,1,1,1,1,1,1,1,1,1,5,5,4,5,4,3,5,4,7,7,6,5,5,5,7,6,6,6,5,5,2,1,3,3,2,2,2,4,2,3,3,3,3,3,4,4,3,1,3,2,2,1,2,1,4, ,4,1,4,3,1, ,3,2,3,3,2,2,2,3,1,2,5,3,1,3,3,1,1,1,1,1.12107607151639
544854,1,2,59,5,4,1,2,2,4,1,4,1,2,3,1,3,80,3,4,1,2,2,4,4,4,3,3,3,2,3,3,3,1,2,3,2,4,2,2,2,2,2,3,1,2,2,2,1,2,2,2,5,5,3,1,1,3,4,8,6,6,10,8,6,6,6,5,4,2,3,3,3,2,3,3,3,3,2,2,2,1,2,3,3,3,2,3,4,2,2,2,3,3,3,2,2,1,3,3,3,3,4,9,4,1,1,3,1,2,1,2,3,2,2,3,3,2,3,3,2,3,4,3,3,2,5,5,5,2,1,2,2,2,1,3,3,3,2,3,2,2,2,4,4,2,2,2,3,3,2,2,2,1,2,9,2, ,7,5,6,4,4,4,5,2,2,3,3,2,100,100,100,50,0,60,60,1,1,1,1,1,1,1,1,1,1,3,7,5,4,7,4,7,2,4,7,7,7,5,4,7,3,7,7,7,6,1,1,2,2,2,1,1,5,2,2,2,5,2,2,3,4,7,1,1,1,4,1,2,1,5, ,4,6,4,5,2, ,3,2,3,2,2,3,2,3,1,2,5,1,2,5,3,2,1,1,2,.993131125847806
545860,13,2,46,4,4,2,4,4,5,2,4,4,5,4,5,4,90,1,1,1,1,5,1,5,5,5,3,3,3,3,3,3,1,1,4,4,4,4,3,3,3,3,3,3,2,2,4,4,3,4,1,8,7,8,7,8,8,7,8,9,8,8,9,8,9,8,7,8,8,5,5,5,4,5,5,4,5,5,4,5,4,5,5,4,5,4,3,4,3,4,3,4,4,3,3,4,3,3,4,3,4,3,8,1,1,4,3,4,3,4,3,4,5,4,5,4,4,5,4,4,3,5,3,5,3,3,5,4,5,5,4,5,9,5,4,5,4,5,4,3,4,4,3,3,9,4,3,9,9,4,9,1,3,2,2,4,3,7,7,5,4,4,5,5,9,9,4,9,5,30,30,30,0,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,4,4,4,4,4,4,6,4,5,4,5,4,4,6,4,4,3,4,3,3,3,4,3,4,4,4,3,3,4,3,4,5,1,1,1,1,1,2,2,2, ,4,4,4,10,2, ,1,1,1,1,2,3,4,2,1,2,4,4,2,5,3,3,2,2,2,.983156379408026
546717,8,2,64,6,2,1,2,2,2,3,3,3,3,4,4,3,50,2,3,2,2,3,3,3,3,3,3,3,2,3,2,2,1,9,4,4,4,4,2,2,2,2,1,4,3,3,1,1,2,2,2,8,8,4,4,4,4,4,5,5,5,10,10,7,5,5,5,7,5,1,1,1,1,3,3,5,5,2,3,3,1,2,3,4,3,2,3,3,2,1,3,3,4,2,2,2,2,3,4,3,3,4,7,4,1,2,4,2,3,2,3,4,2,3,4,3,3,3,2,2,2,4,3,3,2,2,3,3,1,1,2,1,3,1,3,3,3,2,3,2,2,2,2,2,1,2,2,3,3,2,2,3,2,2,3,3,3,7,7,4,4,5,4,5,3,3,4,3,4,50,50,50,50,0,50,30,2,2,2,2,2,1,2,2,2,2,5,4,4,2,3,3,3,3,3,5,4,3,5,5,5,4,5,5,5,5,2,2,2,2,3,2,2,4,3,3,4,5,2,2,4,4,8, , , ,3,1,2,2,2, ,3,1,4,5,1, ,3,2,2,2,2,3,2,2,1,2,6,2,1,6,2,2,1,1,1,1.00077537419091
546761,8,2,34,3,4,1,2,2,3,2,3,3,3,4,5,3,60,2,3,1,2,3,3,3,3,3,3,3,2,3,2,2,1,1,4,3,3,2,2,3,3,3,3,3,2,3,2,2,2,2,2,8,6,6,6,6,6,6,5,5,5,7,6,4,3,3,3,5,3,2,2,2,1,3,3,3,3,1,3,3,3,3,3,3,3,2,3,4,3,2,3,3,3,3,1,3,3,4,4,4,4,4,7,3,1,1,3,2,2,2,3,3,1,1,3,2,2,1,2,2,2,4,2,3,1,4,3,2,1,1,1,1,3,1,2,3,2,1,3,3,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,9, ,5,5,6,5,5,4,5,3,3,4,3,5,75,75,37,66,75,55,55,2,2,1,1,2,1,2,1,1,1,4,3,3,1,3,2,2,2,5,5,5,4,5,5,5,3,5,3,4,3,4,3,3,2,3,2,2,3,2,2,2,3,2,1,3,4,5,1,1,1,1,2, , ,3, ,3,4,4,3,1, ,2,1,2,2,2,2,2,2,1,2,3,2,2,5,2,1,1,1,1,.940322561012578
548725,11,2,53,5,2,2,2,2,4,3,4,4,4,5,5,4,70,2,9,2,3,3,4,2,3,2,2,3,2,3,2,3,1,9,3,4,4,4,3,3,3,3,3,3,1,1,2,2,9,9,1,8,8,5,5,5,7,5,6,5,5,9,7,6,5,5,5,5,4,1,1,2,1,3,2,5,4,3,4,3,2,3,3,3,2,2,3,9,9,3,4,4,5,4,3,4,4,9,9,9,9,3,2,4,3,9,4,2,3,9,4,9,9,4,4,9,4,3,3,3,3,9,3,3,2,9,3,3,1,1,2,1,9,1,3,3,2,1,4,3,3,3,3,3,1,2,1,2,2,2,1,2,2,2,3,9, ,4,5,4,4,5,4,4,3,3,3,3,5,10,30,20,10,10,20,20,1,2,2,2,1,1,1,2,1,1,7,7,5,4,5,3,5,1,6,6,4,4,4,5,4,5,5,2,3,1,3,3,3,3,4,2,2,4,2,3,3,3,3,2,4,3,8, , , ,2,1,2,2,3, ,3,2,5,5,98,1,2,1,1,1,2,2,3,2,1,2,5,3,1,6,2,2,1,1,1,.989649763436265
549715,11,2,40,4,2,5,2,2,4,3,5,5,5,5,5,5,20,1,1,1,1,3,3,4,5,2,2,5,2,2,1,3,1,2,4,3,4,3,2,1,2,1,1, ,2,1,2,3,2,3,1,8,7,5,3,3,3,3,2,3,1,9,7,2,2,2,0,1,1,1,2,2,1,3,3,5,3,1,5,3,1,2,3,5,3,2,3,4,2,2,4,4,3,4,2,2,2,1,3,3,3,2,1,1,2,2,3,2,3,2,3,2,3,2,2,3,3,1,2,2,2,4,4,3,2,3,5,4,3,1,2,2,2,1,1,3,2,2,2,2,2,3,3,3,2,2,3,3,2,2,2,2,9,2,3,9, ,7,6,6,4,6,5,6,4,3,2,4,4,25,50,50,25,25,25,0,1,1,1,1,1,1,1,1,1,1,5,5,4,2,6,3,6,4,5,6,5,6,5,5,5,4,5,3,5,5,1,1,1,1,1,1,1,5,1,1,3,4,3,1,4,2,5,1,1,1,4,2, , ,2, ,6,1,5,5,6, ,2,2,2,2,2,2,2,2,1,2,4,3,1,5,5,2,1,1,4,.97763680421142
550169,8,2,62,6,2,3,3,3,5,4,4,4,4,4,5,3,40,1,3,1,1,4,3,3,2,2,3,3,3,3,3,3,1,1,4,4,4,4,4,4,4,4,4,4,2,2,1,1,1,2,1,5,4,3,5,4,3,4,2,4,2,9,9,8,6,5,5,5,5,3,3,3,3,5,5,4,3,1,4,4,1,2,3,4,4,3,3,3,3,2,3,3,3,3,2,2,2,2,3,3,3,2,5,3,1,1,3,2,3,1,1,3,3,2,3,3,3,3,4,2,2,2,3,4,3,3,5,5,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,1,9,2,3,4,1,7,7,6,4,4,4,5,5,3,3,3,3,30,20,10,10,10,5,5,1,1,1,1,2,1,1,1,2,2,6,5,4,6,4,4,6,4,7,7,5,4,4,4,5,6,7,7,7,7,1,1,1,1,3,1,1,5,1,2,4,5,2,2,4,4,3,3, , ,2,1,2,2,3, ,4,3,4,8,98,4,2,2,9,9,2,2,2,2,1,2,6,2,1,3,3,3,2,2,2,1.00077537419091
550449,8,1,55,5,2,5,2,2,3,2,2,4,4,3,5,4,10,1,2,2,2,3,3,3,2,2,2,3,1,4,1,1,1,1,4,4,3,3,2,2,1,2,2, ,2,2,2,2,2,2,2,9,8,2,7,3,6,7,1,2,5,10,9,8,7,1,2,4,3,2,2,3,2,5,4,9,5,2,9,5,1,2,3,4,3,2,3,4,3,2,4,5,5,4,3,4,3,3,2,4,3,4,5,2,9,2,2,1,4,1,3,2,3,3,5,4,5,4,4,1,1,5,2,1,1,1,5,3,2,1,4,2,5,2,3,4,3,2,4,3,2,1,2,4,1,2,1,1,2,1,2,2,1,2,3,2, ,2,7,5,2,6,5,6,1,2,1,5,3,90,60,70,80,50,77,66,1,1,1,1,1,1,2,1,1,1,5,5,5,4,7,2,5,5,6,7,5,6,6,7,6,5,6,7,6,7,2,1,3,3,1,2,1,4,2,1,3,2,3,2,3,3,4,1,1,1,2,1,2,2,5, ,5,2,4,2,6, ,3,2,2,9,4,3,3,2,1,1,5,2,1,4,4,1,1,1,4,.964497864406015
551203,8,1,38,3,4,2,4,3,4,3,3,4,4,5,5,4,20,2,3,1,2,3,3,3,3,2,3,3,5,1,3,5,1,1,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,1,0,9,7,7,1,10,9,9,5,6,2,10,7,2,5,5,1,5,5,4,4,1,3,2,1,2,2,3,2,4,1,3,3,1,2,5,3,2,2,2,2,3,4,3,3,2,7,2,1,9,3,2,1,2,4,5,4,5,5,2,5,3,5,5,5,1,5,5,5,5,3,3,1,1,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,1,1,3,2,9,4,1,6,6,6,4,5,4,4,3,5,3,3,2,90,90,90,80,0,25,50,2,1,1,2,1,1,1,2,1,2,4,4,2,2,4,2,5,2,5,6,6,6,6,6,5,4,6,5,5,5,3,3,3,3,2,3,2,4,3,3,3,3,3,3,3,3,5,1,1,1,2,1,1,1,4, ,5,3,3,8,98,98,2,2,2,2,3,9,9,2,1,1,3,2,2,5,4,3,2,2,99,1.0242002898491
551432,10,2,41,4,4,3,2,2,3,3,5,5,4,4,4,4,70,1,1,1,1,4,4,4,5,3,2,2,2,2,1,4,1,2,4,4,3,2,4,3,3,3,3,4,2,2,1,1,2,2,1,8,7,5,2,3,5,5,4,3,5,8,7,6,5,5,3,5,5,2,3,3,2,3,2,3,3,2,3,4,2,3,3,4,3,3,4,4,3,3,2,3,2,2,4,4,4,2,3,3,2,2,2,1,3,2,3,2,3,3,3,3,3,3,4,4,4,4,3,2,2,5,3,3,1,2,5,5,3,1,3,1,3,2,2,3,3,1,3,3,3,3,4,4,3,3,1,3,2,2,1,2,2,2,9,9, ,6,6,6,5,4,5,4,4,4,4,4,3,50,50,50,25,25,0,0,2,2,2,2,2,1,1,2,1,1,6,5,5,4,5,4,5,5,3,5,5,5,6,6,6,5,4,5,4,4,3,3,3,3,4,3,3,4,2,2,1,5,2,2,3,3,11, , , ,2,1,2,1,4, ,3,1,5,4,1, ,2,1,2,2,2,2,2,2,1,2,4,3,2,8,2,1,1,1,1,.981643787843481
551857,1,2,27,2,2,5,2,2,3,3,4,3,3,3,4,3,30,2,3,3,3,2,3,2,2,2,3,3,2,2,2,2,1,1,4,4,4,4,2,2,2,2,2, ,4,3,2,2,2,2,1,8,8,5,5,4,4,5,3,5,5,8,8,8,5,5,5,5,5,2,2,2,1,3,3,5,4,1,4,3,1,1,1,3,2,2,2,3,2,2,2,2,3,3,2,2,2,2,3,3,2,3,5,3,1,2,3,2,3,2,3,2,2,2,4,3,3,3,2,3,5,4,2,3,2,5,4,4,2,2,3,2,3,2,4,4,3,3,4,4,3,3,3,3,2,3,2,3,4,3,2,2,3,2,9,9, ,7,6,4,4,5,5,5,3,9,4,4,4,50,50,50,50,25,50,50,1,1,1,1,1,1,1,1,1,1,4,4,4,3,5,4,5,4,4,4,5,5,5,5,5,5,5,4,5,4,2,2,2,3,3,3,2,3,2,3,2,5,3,2,3,3,3,2, , ,2,1,1,2,3, ,7,1,4,5,1, ,3,2,3,2,3,3,3,2,1,2,2,1,1,3,6,2,1,1,1,1.13087454755158
552172,2,2,59,5,2,3,3,2,4,3,4,3,3,3,3,2,40,3,3,2,3,3,3,3,3,3,3,3,2,3,3,4,1,1,4,4,4,4,2,2,2,2,2,1,2,2,2,2,2,2,2,5,3,3,5,5,5,5,3,5,5,10,10,9,5,4,5,5,5,2,3,3,2,3,3,3,3,2,4,4,1,1,2,3,2,3,2,3,2,2,3,3,3,3,2,2,2,3,2,9,2,2,5,3,1,3,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,2,3,3,3,4,4,4,4,4,4,4,4,4,5,3,3,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,2,2,2,3,2,3,2,3,3,2,2,3,3,2,3,2,8, , , ,2,1,2,2,2, ,4,6,4,5,98,98,9,9,9,9,3,3,3,3,1,2,5,6,1,6,3,2,2,1,99,.918607740937919
552690,13,2,59,5,4,3,1,2,4,3,5,4,5,4,4,5,80,1,1,2,2,2,4,1,4,1,1,1,2,2,2,2,1,2,2,3,4,3,3,4,2,3,4,3,2,2,2,1,1,2,2,7,8,7,6,9,8,7,6,8,6,7,6,5,4,3,2,1,0,2,1,2,2,2,1,2,3,4,4,5,2,3,4,5,4,2,1,2,1,2,3,5,3,3,2,1,1,3,4,3,3,2,8,2,2,2,3,3,2,2,1,2,1,2,3,4,3,2,4,2,1,1,3,3,2,2,2,1,2,1,2,3,2,1,2,2,2,3,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,4,4,3,5,6,5,4,3,3,4,3,2,1,1,2,80,70,60,50,40,30,20,1,1,1,1,1,1,1,1,1,1,5,6,5,5,4,5,6,4,4,6,7,5,5,4,5,6,7,6,5,6,3,2,1,2,3,2,1,2,2,2,1,1,2,1,2,2,2,2, , ,2,1,2,2,3, ,6,3,3,8,1, ,2,1,2,2,2,1,1,2,1,2,5,4,2,2,5,3,1,1,1,.995237161807581
553438,10,2,64,6,1,2,2,2,3,3,4,4,4,4,4,4,70,3,3,2,2,3,4,3,3,2,2,2,2,3,3,2,1,1,3,3,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,7,7,7,8,8,8,8,5,6,6,8,8,6,5,6,2,4,7,3,3,3,3,3,3,3,3,3,3,3,2,2,3,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,6,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,2,2, ,4,4,4,4,4,5,4,3,3,3,3,3,50,50,50,25,50,50,50,2,1,1,1,1,1,1,1,1,2,4,3,3,3,4,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,1,2,2,2,1,2,2,2, ,4,3,4,5,2, ,2,2,2,2,3,3,3,3,1,2,6,3,1,4,3,2,1,1,2,.991736523104304
553768,1,2,26,2,4,5,3,2,4,2,4,4,5,5,5,5,70,2,3,1,2,3,3,4,4,2,2,4,4,2,2,4,1,1,3,2,4,1,2,3,3,3,2, ,2,2,4,4,2,2,2,5,3,0,0,2,1,1,0,1,0,8,4,2,0,0,0,0,0,2,3,5,1,5,4,5,5,2,5,5,1,4,4,5,5,4,4,4,4,4,4,5,2,4,2,1,1,1,2,3,1,1,4,4,1,3,2,3,2,3,2,3,3,1,4,5,4,4,4,5,4,2,2,4,1,2,5,2,1,1,3,2,3,1,4,9,9,1,4,4,1,2,4,4,3,2,1,2,2,4,4,2,2,2,3,4,1,6,5,6,2,4,6,5,5,5,4,3,1,20,50,3,5,5,20,10,1,1,1,1,1,1,1,1,1,1,6,6,5,6,7,6,6,6,6,7,6,7,7,7,5,7,6,5,7,3,1,4,4,1,4,2,4,2,2,1,3,4,2,1,1,3,11, , , ,1,2, , ,5, ,5,3,4,4,1, ,1,1,1,2,2,1,1,2,1,2,2,1,2,8,4,1,2,1,1,1.13087454755158
554407,8,2,59,5,4,2,1,1,2,2,2,1,1,1,1,1,20,1,1,4,4,2,5,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,4,2,2,1,1,2,1,1,10,10,4,0,0,9,5,2,0,3,10,7,9,5,9,1,4,4,1,1,1,1,4,2,5,5,1,3,3,1,1,1,3,1,1,1,1,1,1,1,1,5,4,2,2,3,4,4,4,4,4,7,5,1,1,4,1,4,1,2,1,1,1,4,2,1,3,1,1,1,5,2,2,1,3,4,4,2,1,3,1,3,1,3,3,2,1,4,3,2,1,3,4,1,1,1,1,1,1,1,2,1,2,3,2, ,7,7,7,4,4,7,7,5,5,5,5,5,70,50,10,30,0,10,10,1,1,1,1,1,1,1,2,1,1,3,7,6,7,7,7,6,7,6,7,4,4,4,4,6,5,7,7,7,7,1,1,1,1,1,1,1,4,2,1,1,5,3,2,3,2,7,1,2,2,2,1,2,2,3, ,6,4,5,1,1, ,1,1,2,2,2,1,3,1,1,2,5,2,2,5,5,1,1,1,1,1.00276278497078
554830,1,2,65,6,2,1,9,2,2,3,5,4,4,4,4,4,20,1,2,1,1,3,4,3,3,3,1,2,1,2,1,1,1,9,4,4,4,2,2,1,4,3,2,1,3,2,2,2,2,2,2,8,8,8,8,8,8,8,8,8,8,10,9,9,9,9,8,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,2,4,4,3,4,2,3,3,3,3,3,3,4,6,3,3,2,4,2,3,2,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,4,4,3,2,2,3,2,3,2,3,2,2,2,2,3,2,2,3,3,2,2,2,3,3,3,2,3,2,2,9,9, ,4,6,6,4,4,5,5,3,3,4,2,4,75,75,75,50,0,50,50,2,2,2,2,2,1,1,2,2,2,7,4,5,3,4,6,4,4,6,6,4,5,4,3,6,6,6,4,5,5,2,2,3,3,3,2,2,3,2,3,4,3,2,2,3,3,2,2, , ,2,1,2,2,3, ,4,4,4,5,98,98,2,2,2,2,2,3,3,2,1,2,6,1,1,2,3,2,9,1,99,.991162804391414
555081,8,2,58,5,2,5,2,1,3,1,3,2,3,4,5,3,50,2,2,2,3,3,4,4,3,2,2,4,2,4,1,2,2,1,4,4,3,3,4,4,4,4,4, ,2,3,1,2,2,2,1,7,8,7,8,8,9,8,5,6,7,10,9,7,5,2,0,4,2,1,2,2,1,3,3,3,3,1,4,2,2,3,3,5,2,2,2,2,1,1,4,4,3,4,3,4,3,3,4,3,4,4,5,2,3,1,4,2,4,1,2,2,3,1,2,2,2,3,2,2,4,3,3,3,4,4,5,5,2,1,2,2,2,1,2,3,2,1,3,2,2,2,3,3,2,3,2,2,2,2,3,3,3,2,4,3,1,7,7,5,5,5,4,5,3,4,5,4,5,75,75,50,50,25,25,25,1,2,1,1,1,1,1,1,2,2,3,5,6,5,5,6,5,5,6,6,5,6,6,4,6,3,6,6,5,6,3,2,2,2,1,1,3,5,1,1,4,5,2,2,3,4,2,4, , ,2,1,2,2,3, ,5,5,4,5,1, ,2,2,3,3,4,2,2,2,1,2,5,2,1,2,4,2,1,1,1,1.00276278497078
