pid,BQ2,BQ3_n2,BQ4,B3,B5_1,B5_2,B5_3,B5_4,B5_5,E5_1,E5_2,E5_3,E5_4,I1_1,I1_2,I1_3,I1_4,I1_5,I1_6,I1_7,J1_1,J1_2,J1_3,J1_4,J1_5,J1_6,J1_7,J2_1,J2_2,J2_3,J2_4,J2_5,J2_6,J2_7,J2_8,J2_9,J2_10,K1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,M1_1,M1_2,M1_3,M1_4,M1_5,M1_6,M1_7,M1_8,M1_9,M1_10,M1_11,M1_12,M2_1,M2_2,M2_3,M2_4,M2_5,BQ7,BQ9,BQ12_1,BQ12_2
565827,2,6,2,3,4,4,4,5,4,4,4,2,4,5,6,6,5,5,4,5,30,20,20,10,10,0,10,2,2,2,2,2,1,1,2,2,2,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,2,2,2,3,2,1,2,1,1
565879,1,5,2,3,3,4,4,4,3,2,4,3,3,5,6,4,4,4,4,6,80,90,100,50,20,60,60,1,1,1,2,1,1,1,2,2,2,6,6,5,5,6,6,5,4,6,6,5,5,5,5,5,5,4,5,5,6,2,2,3,3,2,1,4,5,4
566365,2,4,2,4,4,4,4,4,4,3,3,3,3,7,7,7,7,7,7,7,50,30,0,0,0,10,10,1,1,1,1,1,1,1,2,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,4,2,1
566588,1,6,4,3,4,3,3,5,4,4,4,3,3,6,7,6,2,4,4,5,75,75,75,50,25,50,25,1,2,2,2,2,1,1,2,2,2,4,7,7,5,1,4,7,7,6,6,6,6,4,4,6,6,6,7,6,4,2,2,2,2,1,1,3,2,4
566924,1,6,1,2,3,2,4,4,2,3,3,3,3,7,6,6,5,5,5,5,70,50,50,25,0,25,50,2,2,1,1,1,1,1,2,1,1,3,6,6,3,5,4,6,4,6,6,5,6,6,6,6,5,7,7,6,5,2,3,3,2,2,1,2,2,2
567017,1,5,2,3,4,3,4,4,3,5,5,3,4,5,5,5,3,4,4,4,50,50,50,40,20,40,20,2,2,1,1,2,1,1,2,1,2,4,6,3,5,6,6,6,2,6,6,6,6,5,5,6,3,5,4,4,4,3,3,3,3,3,2,2,5,1
567226,1,4,2,4,4,4,5,5,4,4,5,4,4,7,7,6,5,6,6,7,50,75,100,25,0,50,50,1,1,1,2,1,1,1,1,1,1,5,5,2,5,6,6,5,4,6,5,5,7,6,6,7,5,7,7,5,6,1,1,2,2,1,1,4,4,1
567766,1,2,2,3,3,3,4,4,3,5,5,4,2,7,5,7,4,7,4,5,50,50,25,50,50,50,25,2,1,1,2,1,1,1,1,1,1,5,6,4,4,3,3,5,4,6,7,7,4,4,4,5,3,4,3,4,4,4,3,4,3,2,2,2,4,1
569584,1,6,2,2,3,3,5,5,2,5,5,3,3,7,7,4,1,7,4,4,100,100,100,0,100,50,50,2,2,2,2,2,1,2,1,1,2,7,7,1,4,1,1,4,1,7,7,7,4,4,4,7,7,7,4,4,4,3,4,3,3,1,1,1,3,1
569588,2,3,4,4,5,5,5,5,5,4,4,3,3,7,6,6,5,5,5,5,50,50,50,25,50,50,25,1,1,1,1,1,1,1,1,1,1,6,5,4,2,6,5,4,2,3,6,6,5,6,5,4,4,4,3,3,3,2,2,2,2,2,2,3,7,1
570448,2,5,2,3,3,3,4,4,4,3,3,3,4,5,6,6,6,6,5,5,75,50,0,50,25,0,0,2,2,2,2,2,1,2,2,2,2,6,5,5,4,5,3,4,5,6,6,6,6,5,5,4,4,5,5,5,4,4,4,3,3,3,1,4,5,2
573989,2,2,3,3,5,5,3,4,2,3,3,2,3,7,6,4,2,4,3,3,30,50,10,40,50,50,50,2,1,1,1,1,1,1,1,2,2,6,4,3,2,5,1,4,3,6,7,6,4,4,4,3,3,5,5,5,4,3,3,4,4,4,2,4,3,4
574489,2,2,2,3,5,4,5,5,3,3,4,3,2,2,4,5,3,5,3,3,60,55,45,50,50,40,50,1,1,1,1,1,1,1,1,1,1,5,3,1,2,5,1,5,1,6,5,6,5,5,5,6,4,6,4,3,4,3,2,3,4,4,2,5,3,1
574706,2,6,2,1,4,3,4,5,3,2,2,2,2,7,7,7,5,6,7,7,80,90,50,50,10,30,50,2,2,1,1,1,1,1,2,1,1,4,6,7,2,4,6,6,4,6,6,4,4,4,4,6,6,7,7,6,6,2,1,2,3,2,1,2,5,6
575032,1,4,4,2,5,4,5,5,3,2,3,4,3,7,6,5,4,4,4,4,75,75,75,75,25,50,50,2,2,2,2,2,1,2,2,1,1,4,6,5,4,3,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,2,2,2,2,2,1,4,6,3
576783,1,6,4,2,1,2,2,2,2,2,2,4,2,7,7,5,4,5,5,5,75,50,75,75,0,25,25,1,1,1,1,1,1,1,2,1,1,6,7,6,6,5,4,6,2,6,4,5,5,5,5,5,4,5,6,3,4,2,2,3,3,3,1,1,4,1
577374,2,3,6,2,4,4,2,3,3,3,2,3,4,7,6,6,5,7,7,6,75,75,75,50,50,25,25,1,1,1,1,1,1,1,1,1,1,5,3,3,2,5,2,5,2,3,6,4,4,3,3,6,7,7,3,5,3,2,1,1,2,4,1,4,5,3
579094,2,3,4,3,2,2,4,4,4,4,4,2,4,6,6,6,6,6,4,4,50,50,50,50,50,25,0,2,2,2,2,2,1,2,2,2,2,7,5,3,4,7,4,5,4,2,6,4,6,3,5,4,5,5,5,5,5,3,3,3,2,3,2,3,8,8
581031,2,5,2,4,4,4,5,5,3,3,3,2,3,4,5,5,5,5,3,4,60,50,50,50,40,50,40,2,2,2,2,1,1,1,2,1,2,6,5,4,3,4,3,3,3,6,5,5,4,5,3,7,6,7,5,6,6,3,2,2,2,2,1,3,4,3
582110,2,6,2,3,3,3,5,5,3,4,4,3,4,1,6,4,1,4,1,4,50,50,50,50,50,50,50,2,2,2,2,1,1,1,2,1,1,6,4,4,4,4,4,4,6,7,4,4,4,4,2,6,6,6,4,6,6,2,3,3,2,2,1,3,4,1
582762,2,4,4,3,4,4,4,5,2,2,1,3,3,7,7,7,7,7,7,6,25,25,25,25,25,0,50,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,4,1,6,6,6,5,4,5,5,4,6,2,5,6,2,2,2,2,1,2,3,2,3
583261,2,6,2,3,4,4,4,4,3,3,3,4,3,6,6,4,3,5,5,5,60,50,50,50,40,40,40,1,2,2,2,2,1,1,2,2,1,5,6,6,4,4,3,4,3,5,5,6,6,6,4,4,5,5,5,4,4,2,2,4,4,2,1,2,4,4
583380,2,5,6,2,4,4,4,5,2,4,3,3,4,5,7,5,3,6,5,4,60,80,50,50,10,25,10,2,1,1,1,1,1,1,2,2,2,2,5,5,2,3,3,4,3,6,5,5,6,5,6,5,5,6,5,5,6,2,2,2,3,2,1,4,4,8
584148,2,5,2,1,1,1,1,1,1,1,1,2,1,6,6,6,6,5,2,6,75,100,25,50,0,25,25,2,2,2,2,2,2,2,2,2,2,7,7,2,1,5,6,6,5,2,3,2,2,5,3,6,5,7,3,1,5,4,2,2,5,1,1,3,1,1
584349,1,3,2,3,2,2,2,2,1,3,4,4,3,4,7,6,5,6,4,5,50,75,75,50,25,50,50,2,2,2,2,2,1,2,2,2,2,4,4,4,3,5,1,5,5,5,5,5,6,5,4,5,4,4,4,4,3,3,3,3,3,3,2,2,4,1
584421,1,6,4,1,2,3,5,5,4,4,3,4,2,5,6,6,4,5,5,4,60,50,50,40,20,50,40,1,1,1,2,1,1,1,1,1,1,4,5,5,2,6,2,5,5,5,6,5,6,5,5,5,4,4,5,5,4,2,2,2,2,2,1,3,6,8
584765,1,2,3,2,2,2,3,4,1,2,4,3,3,6,6,6,4,6,4,5,50,50,50,50,50,50,50,1,2,1,1,1,1,1,1,1,1,3,5,4,4,5,3,4,4,5,6,6,6,5,5,7,6,6,5,4,5,2,2,2,2,2,2,4,6,3
586095,2,6,2,4,5,5,4,4,4,4,3,4,4,7,7,7,6,6,6,6,60,60,70,0,0,10,10,1,2,2,2,2,2,2,2,2,2,3,3,3,4,5,5,4,5,6,6,6,7,6,6,6,6,5,6,6,6,3,3,2,3,3,1,4,4,1
586178,2,4,2,4,5,5,5,5,4,4,4,3,4,6,7,7,4,5,6,6,25,15,10,20,10,10,10,2,2,2,2,2,1,1,2,2,2,7,6,5,3,7,1,7,2,6,7,7,6,7,5,6,3,4,3,6,5,2,1,2,2,1,2,3,5,1
587288,2,3,2,1,4,5,5,5,5,4,4,4,1,7,7,7,7,7,7,7,0,50,50,0,50,0,0,1,1,1,1,1,1,1,2,1,1,7,7,5,1,6,1,6,1,7,7,7,7,7,7,5,1,6,2,1,1,1,1,1,1,1,1,3,2,3
587322,2,5,2,3,2,3,3,3,2,3,3,4,4,7,7,7,4,6,5,6,80,80,20,80,80,50,50,2,2,2,2,2,1,1,2,1,1,4,5,5,3,3,3,3,2,5,5,4,5,4,4,6,4,6,5,5,4,4,2,2,2,2,1,1,1,1
588522,2,6,2,2,3,3,4,5,3,5,5,5,4,7,7,7,6,4,4,6,80,90,30,80,0,0,40,1,1,1,1,1,1,1,1,1,1,5,4,1,2,7,6,6,4,7,6,6,7,7,6,7,7,7,7,5,6,1,2,2,2,1,1,4,2,3
588546,2,6,2,4,5,5,5,5,5,3,5,3,2,4,5,4,1,5,4,2,70,80,10,0,0,0,10,1,1,1,2,1,1,1,1,1,1,5,3,3,1,5,2,2,2,7,5,5,6,6,5,4,4,4,4,4,4,3,2,2,2,3,1,4,4,3
589484,1,4,4,3,4,4,3,4,3,2,3,3,4,5,7,6,5,6,5,5,70,30,50,60,50,60,10,2,1,2,2,1,1,1,1,1,2,5,6,6,5,5,5,5,5,4,4,5,4,5,4,4,4,4,5,3,3,3,3,4,3,3,1,5,9,8
591529,2,4,4,2,4,4,4,4,4,3,4,3,4,5,4,5,4,5,4,5,10,20,30,10,20,30,50,1,1,1,1,1,1,1,1,1,1,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,3,2,3,2,3,1,4,4,3
592048,1,3,2,2,3,3,4,5,3,4,3,3,3,7,6,6,3,6,4,5,50,75,75,50,20,20,20,2,2,2,1,2,2,2,2,2,2,5,4,4,2,4,2,5,4,6,7,7,5,3,4,5,3,5,2,4,4,3,2,3,2,1,2,4,8,6
592954,2,2,3,2,4,3,4,4,3,3,3,4,3,7,6,6,4,5,4,4,50,75,25,50,50,25,50,1,1,1,1,2,1,2,2,1,1,5,5,3,3,5,4,5,4,5,5,5,5,6,6,6,4,4,4,5,4,2,2,2,2,2,2,4,4,1
594386,2,3,2,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,1,3,4,3
594399,2,5,4,3,5,5,5,5,4,2,4,5,2,7,7,7,6,6,7,7,50,50,25,25,25,50,50,1,1,1,1,1,1,1,1,1,1,3,7,2,2,6,7,6,2,2,6,5,5,6,6,7,7,7,7,6,6,3,2,2,1,3,1,4,8,5
595055,2,6,2,3,4,4,4,4,4,4,4,3,4,6,6,5,4,4,5,4,60,75,50,40,0,50,50,2,2,2,2,1,1,1,2,2,2,4,5,2,2,5,3,4,3,4,5,5,5,5,5,5,5,5,5,5,5,3,4,3,4,4,1,5,4,3
595295,2,4,4,3,3,4,4,4,4,2,4,3,3,6,6,6,4,6,4,6,50,50,50,50,50,40,50,1,1,1,1,1,1,1,1,1,1,6,5,4,4,5,2,5,4,5,5,4,4,5,4,5,4,4,6,4,4,2,2,2,2,2,1,4,6,4
595678,2,2,4,2,2,2,4,4,4,4,3,4,4,6,6,6,6,6,6,6,50,50,50,50,50,50,50,2,2,1,1,2,1,2,2,2,1,6,4,4,4,4,4,4,4,5,6,4,4,4,4,4,4,4,3,4,4,3,3,3,3,3,2,2,3,2
599939,2,6,2,1,5,4,4,5,3,2,2,4,4,7,7,7,7,7,7,7,25,75,50,25,0,40,25,1,1,1,1,1,1,1,2,1,1,6,5,5,1,5,5,5,5,3,5,5,5,5,5,5,4,5,6,5,5,1,2,2,2,2,1,3,2,1
600071,1,3,6,2,4,3,4,5,1,3,3,4,3,7,7,5,5,6,6,6,75,50,70,20,0,50,60,1,1,1,2,1,1,1,1,1,1,5,6,5,5,5,7,4,5,6,6,6,5,6,5,5,6,7,4,6,6,1,2,2,2,1,1,4,8,3
602856,1,2,6,2,4,3,4,5,5,4,3,4,4,7,6,6,3,5,4,4,25,75,75,50,0,50,40,1,1,1,2,1,1,1,2,2,2,5,5,4,3,4,3,4,4,6,7,7,6,6,6,6,6,6,6,6,5,3,2,2,2,2,2,1,2,1
604419,2,3,4,3,4,4,4,4,4,3,3,3,3,7,6,6,6,6,6,6,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,3,4,1
605720,1,6,4,2,1,1,3,3,1,2,2,4,3,7,7,5,5,4,4,5,75,50,75,50,50,25,50,2,2,1,2,2,2,2,2,2,1,5,4,3,4,4,4,4,4,3,6,6,3,4,3,3,3,7,6,5,6,3,2,2,2,2,2,4,6,8
606640,1,3,2,1,3,3,4,4,3,3,3,3,3,4,4,4,4,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,3,2,3,1,4,5,1
606794,1,3,2,4,4,4,2,2,3,1,1,5,2,7,6,7,7,6,6,6,0,0,50,50,50,50,50,1,1,1,1,1,1,1,2,1,1,3,7,7,3,5,1,7,5,7,6,6,1,4,4,7,7,7,7,4,4,1,1,1,1,1,1,4,4,1
607332,1,2,3,2,3,4,5,3,3,3,2,3,3,4,5,5,3,5,5,3,50,70,50,40,30,30,60,2,2,2,2,1,1,2,2,2,2,4,6,3,6,3,5,3,4,4,5,3,5,4,3,5,4,4,6,3,4,3,3,4,3,4,2,5,4,2
608984,1,5,2,2,3,1,4,5,3,5,4,4,2,6,5,6,6,5,4,5,70,60,80,50,10,50,50,2,2,2,2,2,1,2,2,2,2,7,7,5,5,5,2,6,3,6,7,5,5,3,2,6,4,6,7,6,5,2,1,1,1,1,1,4,6,6
609284,2,4,2,3,5,5,5,5,5,5,5,2,2,5,7,7,4,4,2,4,50,50,30,70,30,10,1,1,1,1,1,1,1,1,1,1,1,7,7,7,6,7,1,6,1,7,7,7,4,5,6,4,6,7,7,4,4,3,3,3,3,1,1,3,6,4
610132,1,3,4,2,2,2,4,4,3,4,4,3,3,6,6,6,5,5,5,5,40,50,50,40,40,40,40,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,4,5,5,5,5,5,5,5,5,6,5,6,4,5,5,2,2,2,2,2,2,2,7,4
612024,2,3,2,3,5,4,5,5,5,3,3,3,2,4,5,4,4,4,4,4,50,25,50,25,50,50,50,2,1,1,2,2,1,1,2,2,2,4,5,5,5,5,6,6,5,5,5,5,6,6,6,5,6,7,7,6,6,3,4,3,3,3,1,3,5,3
612149,1,4,2,3,5,5,4,5,4,4,4,3,3,2,6,4,2,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,7,6,5,4,6,4,6,5,5,4,4,4,3,4,4,3,4,4,4,3,3,3,3,3,3,2,3,1,2
612283,2,4,4,2,2,4,4,4,3,4,5,2,4,7,7,7,5,6,7,7,100,70,80,60,10,40,5,2,2,2,2,2,1,2,2,2,2,7,2,3,1,4,3,1,1,5,6,5,6,6,7,6,5,7,7,6,2,2,1,2,4,2,1,3,8,4
612902,2,6,2,3,4,4,5,5,5,2,2,4,4,7,7,6,6,7,7,7,80,100,50,40,10,80,80,1,1,1,2,1,1,1,2,1,1,2,5,2,3,2,1,3,3,5,5,4,6,6,6,7,6,6,7,7,7,2,1,3,3,4,1,2,2,4
613386,2,6,2,3,3,3,3,4,3,3,3,4,3,5,6,5,4,6,5,6,25,25,25,0,0,25,50,1,2,1,1,1,1,1,1,2,1,5,5,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,5,5,4,3,4,3,3,1,2,2,2
613645,2,4,4,1,1,3,3,4,3,2,2,5,3,7,7,7,7,7,7,7,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,7,7,7,4,4,4,7,7,7,4,7,4,2,2,2,2,2,1,3,5,4
614635,1,3,2,3,4,3,3,3,4,3,3,4,3,4,5,5,4,4,5,4,50,20,20,20,20,20,20,2,2,2,2,2,2,2,2,2,2,5,5,5,4,5,5,4,3,4,5,4,4,3,4,5,5,5,4,3,5,3,4,3,3,4,2,4,1,1
614898,2,6,2,3,4,4,4,4,5,4,3,5,1,7,7,6,3,6,6,4,0,10,30,0,50,0,10,1,2,1,1,2,1,1,2,1,1,3,7,7,5,7,1,7,7,6,7,7,4,3,4,5,4,4,7,6,5,4,2,4,4,2,1,3,3,1
615614,1,3,2,3,4,4,5,5,5,5,5,2,4,6,6,5,5,5,4,5,25,50,25,0,25,50,0,2,2,2,1,1,1,1,1,1,1,3,5,5,3,7,7,7,7,5,5,5,4,5,5,5,4,5,4,4,5,3,3,3,3,3,2,2,5,2
617597,2,4,2,2,3,3,4,5,4,4,3,3,3,6,6,5,4,5,5,5,75,75,50,75,25,50,25,1,1,1,1,1,1,1,1,1,1,6,4,4,1,1,1,2,1,5,5,5,5,5,5,5,5,5,5,4,4,1,1,2,2,2,1,3,4,1
618813,2,6,2,3,3,3,4,5,2,4,4,3,3,7,7,7,5,5,4,5,50,50,50,50,50,50,50,1,2,2,2,2,2,2,2,2,2,5,5,4,4,4,2,4,4,6,6,5,6,5,4,6,5,6,6,6,6,2,2,3,3,3,1,2,3,8
620082,1,5,2,2,4,4,4,4,2,2,2,4,3,6,7,6,3,6,3,6,20,60,50,50,10,40,40,2,2,2,2,2,1,1,2,1,1,3,6,5,5,4,3,4,3,4,6,5,5,4,4,6,6,6,6,6,5,2,2,2,2,2,1,3,5,5
620240,2,4,4,3,4,5,5,5,5,3,3,3,3,1,4,4,4,4,4,4,100,80,80,80,0,0,0,1,1,1,1,1,1,1,1,1,1,5,4,4,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,1
620359,1,3,6,1,4,4,3,4,1,4,4,4,3,6,6,6,6,6,5,6,10,30,60,5,10,5,20,2,2,1,1,1,1,1,2,2,1,5,6,6,6,6,4,6,5,5,6,6,6,4,5,6,6,6,6,4,4,2,2,2,2,1,2,1,1,3
620660,2,4,6,2,4,3,2,5,4,2,2,2,2,6,6,6,6,5,6,5,25,50,50,25,50,25,50,1,2,1,1,1,1,1,1,1,1,5,6,6,3,5,3,5,5,7,7,5,5,6,6,6,6,7,6,6,6,2,2,3,2,2,1,3,7,3
621127,1,4,2,3,3,3,3,3,3,4,4,3,4,7,6,5,4,4,1,4,25,50,75,25,0,50,0,1,1,1,1,1,1,1,1,1,1,5,5,4,4,5,5,5,3,4,5,5,5,5,5,6,6,4,3,4,3,3,4,3,3,3,2,2,7,1
621226,2,6,1,2,4,4,4,4,4,4,4,4,3,6,5,5,4,5,3,4,75,25,50,25,0,50,25,1,1,1,1,1,1,1,1,1,1,5,3,3,2,2,1,1,1,5,3,4,5,5,4,5,6,6,3,5,4,2,2,2,2,2,1,3,3,2
622158,1,2,4,3,4,3,3,4,3,2,2,4,3,7,5,6,4,5,4,4,50,50,60,40,25,45,45,2,1,1,1,1,1,1,2,2,2,3,4,3,2,4,3,3,3,5,6,5,4,5,5,4,4,5,5,5,5,2,2,2,2,2,2,4,6,2
622747,2,4,4,3,3,3,4,5,3,5,3,2,4,2,7,4,4,7,6,5,100,75,0,75,0,100,50,1,1,1,1,1,1,1,2,2,2,2,4,4,1,1,7,3,4,7,1,7,1,4,1,1,1,7,1,7,7,1,1,1,5,3,2,1,2,1
625584,1,3,2,3,4,3,5,5,3,4,4,4,4,7,6,5,3,5,5,5,25,50,50,50,50,50,50,1,1,1,1,1,1,1,2,1,1,3,7,5,4,6,5,5,5,5,5,5,6,5,5,5,4,5,5,5,3,2,2,3,3,4,1,3,4,1
627103,1,3,2,2,3,4,5,5,4,1,1,4,4,7,7,7,6,7,7,7,60,18,5,20,4,0,0,1,1,1,1,1,1,1,1,1,1,7,4,4,4,4,1,4,3,5,7,4,5,6,5,7,3,5,4,5,3,3,3,2,2,1,2,1,2,1
627302,2,5,2,2,4,3,2,3,2,2,2,4,2,6,6,6,3,5,6,5,60,70,50,50,30,50,50,2,2,1,1,2,1,1,2,1,1,6,6,4,2,6,2,6,3,7,7,4,3,3,2,6,4,5,4,3,3,4,2,4,3,2,1,3,3,3
627326,1,6,2,1,1,2,1,1,1,5,4,3,4,7,7,6,4,5,5,5,50,75,75,25,0,25,50,1,2,2,2,2,1,2,2,2,2,6,6,6,2,5,5,5,3,5,6,5,6,5,5,5,5,6,6,5,4,4,2,2,2,3,1,4,7,8
628700,1,3,4,3,4,3,2,4,3,2,3,3,4,5,5,5,5,6,5,5,75,50,50,40,0,50,45,2,2,2,2,2,1,2,1,1,1,6,5,4,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,2,2,2,2,1,1,4,3,3
629800,1,3,4,2,4,5,3,4,4,2,1,4,2,7,7,7,3,5,6,5,45,60,60,45,50,45,45,2,1,1,1,1,1,1,1,1,1,5,5,5,1,5,5,5,4,5,5,5,5,5,3,5,7,6,6,5,4,3,1,2,2,2,2,2,5,1
629935,1,4,4,2,3,3,3,4,1,3,3,4,3,7,7,6,5,6,6,6,70,80,70,70,50,55,55,1,1,1,1,1,1,1,1,1,1,2,5,5,2,4,5,5,4,6,5,5,5,5,5,6,5,6,4,5,5,2,2,2,3,2,1,4,7,3
630031,2,2,3,3,4,5,5,5,3,3,4,3,3,7,5,5,3,4,5,4,10,50,10,80,80,60,25,2,1,1,1,1,1,1,1,1,2,6,1,2,1,1,1,2,1,7,7,7,4,2,2,3,2,4,1,3,3,1,3,4,4,1,2,4,6,2
630120,1,5,2,3,4,5,4,4,4,3,2,3,3,7,4,6,2,3,4,3,60,70,60,30,10,30,25,1,1,1,1,1,1,1,2,2,2,6,5,3,4,2,6,4,6,4,6,6,5,4,4,5,4,7,6,4,5,1,2,2,1,2,1,4,5,3
631009,1,3,2,3,4,5,1,4,2,2,2,1,4,7,6,6,4,5,4,5,50,75,50,50,50,25,25,2,1,1,1,1,1,1,1,1,1,5,5,4,3,5,2,4,6,2,6,5,5,5,3,4,5,6,6,6,5,5,3,4,2,2,2,2,3,1
632194,1,2,2,2,3,3,3,3,3,5,5,4,2,3,4,4,4,4,4,4,50,50,50,50,50,50,50,2,2,2,2,2,2,2,2,2,2,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,4,5,3
632884,1,3,2,2,3,2,4,5,4,4,5,3,3,7,6,5,4,5,4,4,25,50,50,25,0,40,20,2,1,1,2,2,1,1,2,2,2,6,5,3,1,5,3,5,4,4,5,5,4,5,4,4,4,6,5,5,5,3,3,3,3,3,2,4,5,5
633219,2,6,2,2,4,4,4,4,5,4,3,4,4,2,6,6,6,6,4,5,50,50,50,75,50,25,50,1,1,1,1,1,1,1,1,1,1,4,6,2,4,5,4,5,7,5,5,5,6,4,5,3,4,4,5,4,5,3,3,3,3,3,1,2,4,6
633623,2,6,2,3,5,5,5,5,4,3,3,3,3,7,6,6,4,4,6,4,30,70,50,30,70,60,80,1,1,1,1,1,1,1,2,2,2,5,7,7,7,7,7,7,4,7,6,6,6,4,5,6,4,6,7,7,4,3,2,3,2,1,1,2,4,5
634956,2,6,2,4,5,5,4,5,4,1,1,4,4,6,7,7,5,6,5,6,50,75,50,25,25,25,50,1,1,1,1,1,1,1,1,1,1,6,6,6,2,5,3,5,4,6,6,7,5,6,5,6,4,6,6,5,5,2,2,2,2,1,1,3,4,5
634961,2,4,4,2,3,4,4,5,3,4,3,4,3,7,6,7,5,6,4,4,60,40,50,30,50,50,40,1,1,1,1,1,1,1,1,1,1,4,4,5,4,3,4,4,5,5,6,6,5,4,4,5,6,5,3,5,5,2,3,2,2,1,1,5,5,2
635741,1,6,6,3,4,4,4,4,3,2,3,4,4,6,6,6,3,3,3,5,60,60,60,50,10,50,50,2,2,2,2,2,1,1,1,1,2,2,6,6,4,5,2,6,4,6,6,5,6,6,4,4,4,5,6,5,5,2,2,2,2,1,1,1,5,5
635959,2,3,4,4,5,5,5,5,5,4,3,3,3,6,7,7,6,7,5,6,90,90,90,90,90,90,90,1,1,1,2,1,1,1,1,1,1,5,5,2,2,5,2,6,4,6,7,6,5,4,3,6,4,6,7,5,5,3,2,2,3,2,2,1,1,2
636299,2,2,5,1,4,2,5,5,3,2,2,3,3,7,5,7,3,4,4,4,40,40,50,40,40,40,40,2,2,2,2,1,1,1,1,1,1,3,3,3,1,2,1,3,3,6,4,4,1,6,6,4,4,4,2,3,4,3,4,3,3,2,2,3,4,1
636718,1,5,2,3,4,4,5,5,4,4,4,3,3,4,6,6,4,5,4,5,5,5,5,5,4,5,4,2,1,1,1,1,1,1,1,1,1,7,5,3,2,2,2,5,3,6,6,4,5,5,4,5,4,4,4,5,4,2,2,3,3,2,1,2,5,6
637212,1,5,2,3,4,4,5,5,3,4,4,4,3,6,6,6,4,5,4,4,70,70,60,50,30,40,40,1,1,1,1,1,1,1,1,1,1,5,5,2,3,5,5,5,2,4,5,4,5,5,5,4,3,4,5,4,5,3,2,3,3,3,1,4,9,6
637230,2,3,2,1,5,5,5,5,5,3,3,3,3,7,7,7,7,7,7,7,50,50,50,50,50,50,50,1,1,1,1,1,1,1,1,1,1,4,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,3,1,1
638366,2,6,4,3,3,4,4,4,1,5,5,4,2,7,7,7,4,4,4,4,50,25,50,25,0,0,50,2,1,1,2,2,1,2,1,2,2,5,6,4,6,6,2,6,2,6,6,5,5,6,6,6,5,7,7,5,5,3,3,2,2,1,1,2,1,1
638384,2,5,2,1,5,5,5,5,4,2,2,2,3,7,7,7,7,6,6,7,75,50,50,25,0,25,25,2,1,1,1,1,1,1,2,2,2,6,7,7,5,7,5,5,6,7,7,7,7,6,6,6,6,6,6,6,4,2,2,2,2,2,1,5,7,1
638407,2,4,4,1,3,3,3,4,1,2,2,4,3,7,7,7,4,5,5,4,65,75,50,50,40,50,40,1,2,1,2,1,1,1,1,1,1,2,2,5,1,2,4,6,4,4,7,6,7,6,4,7,4,7,3,6,6,1,1,1,1,2,1,4,4,3
639074,2,6,2,2,4,4,5,5,4,2,3,4,3,6,6,6,5,5,5,5,75,50,50,50,25,50,50,1,1,1,1,1,1,1,1,1,2,3,6,5,5,5,5,6,5,6,6,5,6,6,6,5,5,6,6,5,4,2,3,2,2,2,1,2,5,4
639304,2,4,4,3,4,5,5,5,5,4,4,4,4,7,7,6,3,5,5,6,50,50,100,25,25,25,25,1,1,1,2,1,1,1,1,1,1,6,7,3,1,2,4,3,4,5,7,5,5,5,3,4,4,6,5,4,3,2,3,3,2,2,1,3,5,6
639442,2,6,2,4,4,4,4,5,4,3,3,4,3,7,7,7,4,4,6,4,100,100,50,50,0,50,50,1,1,1,1,1,1,1,1,1,2,7,7,5,1,2,1,5,6,6,6,6,6,6,4,6,6,7,7,4,4,2,2,2,3,4,1,3,5,6
639605,2,5,2,2,2,2,4,5,2,3,3,3,3,7,6,6,4,4,4,4,70,60,50,5,30,40,10,2,2,2,2,2,1,1,2,1,1,7,7,7,1,5,4,3,4,7,5,4,7,5,4,7,4,5,7,4,3,1,1,2,2,1,1,3,7,5
